n,delta_barnes_hut,delta_energy,s
1000,5.000000,-0.64038,5.664
1000,5.000000,-0.26307,7.626
1000,5.000000,-0.71904,6.250
1000,5.000000,-0.82357,4.951
1000,5.000000,-0.75870,5.255
1000,5.000000,-0.54450,5.204
1000,5.000000,-0.06201,6.376
1000,5.000000,-0.69997,5.671
1000,5.000000,-0.34761,5.790
1000,5.000000,1.97274,8.664
1000,5.000000,0.29155,8.867
1000,5.000000,-0.66114,5.832
1000,5.000000,-0.77741,6.304
1000,5.000000,-0.11165,6.290
1000,5.000000,-0.50897,4.998
1000,5.000000,-0.81817,5.256
1000,5.000000,-0.73941,6.204
1000,10.000000,0.01468,3.920
1000,10.000000,0.01005,3.962
1000,10.000000,-0.71745,4.236
1000,10.000000,-0.51556,4.678
1000,10.000000,-0.72434,4.668
1000,10.000000,1.51885,7.399
1000,10.000000,-0.32998,4.912
1000,10.000000,-0.48800,4.651
1000,10.000000,-0.74314,4.665
1000,10.000000,-0.78613,3.937
1000,10.000000,-0.31487,4.034
1000,10.000000,0.52140,6.085
1000,10.000000,-0.08905,4.380
1000,10.000000,0.01544,3.601
1000,10.000000,-0.41172,4.489
1000,10.000000,-0.34180,4.939
1000,10.000000,-0.56599,4.048
1000,10.000000,-0.26057,4.328
1000,10.000000,-0.47441,4.291
1000,10.000000,-0.70313,3.962
1000,10.000000,-0.71519,4.228
1000,10.000000,-0.67215,3.838
1000,10.000000,-0.83078,3.743
1000,10.000000,-0.04811,4.690
1000,10.000000,-0.47588,4.236
1000,10.000000,-0.34318,3.999
1000,10.000000,-0.59688,4.084
1000,10.000000,-0.57182,3.978
1000,10.000000,-0.67429,4.124
1000,10.000000,0.01936,3.840
1000,10.000000,-0.55091,4.032
1000,10.000000,-0.09689,4.931
1000,10.000000,-0.68303,4.617
1000,10.000000,-0.43916,4.120
1000,10.000000,-0.31553,4.227
1000,10.000000,-0.55833,3.945
1000,10.000000,-0.49026,3.534
1000,10.000000,-0.73705,3.969
1000,10.000000,0.29183,4.381
1000,10.000000,-0.63044,4.038
1000,10.000000,0.36246,6.439
1000,10.000000,-0.72500,4.223
1000,10.000000,-0.67263,5.103
1000,10.000000,-0.35591,3.791
1000,10.000000,-0.41979,4.212
1000,10.000000,-0.60173,4.252
1000,10.000000,-0.64146,5.071
1000,10.000000,-0.81848,4.312
1000,10.000000,-0.64782,4.581
1000,10.000000,-0.60422,4.536
1000,10.000000,1.01153,6.281
1000,10.000000,1.32835,5.324
1000,10.000000,-0.78374,4.749
1000,10.000000,-0.00375,4.202
1000,10.000000,-0.83289,4.461
1000,10.000000,-0.74517,4.989
1000,10.000000,-0.70449,4.636
1000,10.000000,-0.78651,4.514
1000,10.000000,0.19533,5.159
1000,10.000000,-0.50177,4.657
1000,10.000000,-0.31517,5.536
1000,10.000000,-0.16321,4.473
1000,10.000000,-0.10480,6.175
1000,10.000000,-0.66002,4.630
1000,10.000000,-0.64916,4.612
1000,10.000000,-0.63935,4.659
1000,10.000000,-0.54813,4.852
1000,10.000000,0.25885,6.503
1000,10.000000,-0.44277,5.051
1000,10.000000,-0.67958,4.547
1000,10.000000,-0.68492,4.731
1000,10.000000,1.15815,6.364
1000,10.000000,-0.03554,4.437
1000,10.000000,-0.78695,4.925
1000,10.000000,-0.20791,4.804
1000,10.000000,0.20945,5.542
1000,10.000000,0.96430,5.532
1000,10.000000,-0.44168,4.624
1000,10.000000,0.02059,4.391
1000,10.000000,2.78923,5.764
1000,10.000000,3.27908,5.883
1000,10.000000,-0.68758,4.914
1000,10.000000,-0.02219,6.001
1000,10.000000,-0.79171,4.723
1000,10.000000,0.09885,5.909
1000,10.000000,-0.02022,4.722
1000,10.000000,2.49232,6.756
1000,10.000000,0.01457,5.385
1000,10.000000,-0.70411,5.440
1000,10.000000,-0.48493,5.360
1000,10.000000,0.02810,5.976
1000,10.000000,-0.61467,5.168
1000,10.000000,0.01748,4.630
1000,10.000000,0.23059,4.753
1000,10.000000,-0.82235,4.674
1000,10.000000,0.05036,4.834
1000,10.000000,1.15683,6.495
1000,10.000000,-0.01626,7.475
1000,10.000000,-0.41693,5.180
1000,10.000000,0.08230,6.581
